name,birthcity,countryName,birthyear,gender,occupation,industry,domain,TotalPageViews,StdDevPageViews,PageViewsEnglish,AverageViews,bad_data,
Pope John XXI,Lisbon,PORTUGAL,1215,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,656265,7220.850098,190753,13672.1875,,
Pope Adrian VI,Utrecht,NETHERLANDS,1459,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1566514,17285.10583,465850,29009.51852,,
Pope Anastasius III,Rome,ITALY,850,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,299989,2226.799603,88949,5999.78,,
Pope Anastasius IV,Rome,ITALY,1073,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,357597,2379.033169,104398,7608.446809,,
Pope Anastasius II,Rome,ITALY,450,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,427385,3917.337089,151710,7770.636364,,
Pope Anastasius I,Rome,Italy,350,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,337054,2130.839295,113734,6128.254545,,
Pope Damasus I,Idanha-a-Nova,Portugal,300,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,720118,5289.83716,227952,12633.64912,,
Pope Honorius I,Campania,ITALY,580,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,412236,2726.957223,128677,8244.72,,
Pope Honorius II,Papal States,Italy,1080,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,350388,2186.614335,109464,7455.06383,,
Pope Honorius III,Rome,ITALY,1148,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,611841,3809.637311,175433,11544.16981,,
Pope Honorius IV,Rome,ITALY,1210,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,372411,2762.277932,112149,8660.72093,,
Pompey,Roman Republic,Italy,-106,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,5041050,20107.90118,2412965,84017.5,,
Patrick White,Knightsbridge,UNITED KINGDOM,1912,Male,WRITER,LANGUAGE,HUMANITIES,793334,2711.262641,422323,14166.67857,,
Pope Martin I,Genazzano ,Italy,600,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,397844,2540.452013,123061,7956.88,,
Pope Martin IV,Touraine,France,1210,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,417917,3282.228396,121746,9085.152174,,
Pope Martin V,Genazzano,ITALY,1368,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,827091,7182.70496,282805,16879.40816,,
Pope Marinus I,Gallese,ITALY,830,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,318245,2449.835932,90776,6630.104167,,
Pope Marinus II,Rome,ITALY,932,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,295393,2183.210733,79004,6154.020833,,
Pope Marcellus I,Other,Unknown,250,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,461571,3565.725481,117266,8392.2,,
Pope Marcellus II,Montefano,ITALY,1501,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,771365,7342.790099,252154,15124.80392,,
Pope Miltiades,North Africa,Egypt,250,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,617589,9094.930222,261574,11876.71154,,
Ptolemy,Egypt,Egypt,90,Male,ASTRONOMER,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,9459640,35640.64909,3644302,108731.4943,,
Pope Benedict I,Other,Unknown,500,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,459662,3955.907684,141181,8512.259259,,
Pope Benedict II,Rome,ITALY,635,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,348590,2566.197554,106569,6577.169811,,
Pope Benedict III,Rome,ITALY,800,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,482882,3850.109633,107399,9657.64,,
Pope Benedict V,Rome,ITALY,900,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,434244,4356.096724,132182,8684.88,,
Pope Benedict VI,Rome,ITALY,900,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,381299,3450.878714,119112,8289.108696,,
Pope Benedict VII,Rome,ITALY,900,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,349385,2405.402062,97719,7595.326087,,
Pope Benedict VIII,Rome,ITALY,980,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,433173,2921.794998,122606,8330.25,,
Pope Benedict IX,Rome,ITALY,1012,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1233005,23457.90698,522992,25163.36735,,
Pope Benedict XI,Treviso,ITALY,1240,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,570762,4677.100196,158611,11648.20408,,
Pope Benedict XII,Saverdun,France,1280,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,620198,4499.535705,175360,12920.79167,,
Pope Benedict XIII,Gravina in Puglia,ITALY,1650,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,632416,5712.502951,281202,11711.40741,,
Pope Benedict XIV,Bologna,ITALY,1675,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1053284,9961.232766,331690,17852.27119,,
Pope John Paul I,Canale d'Agordo,ITALY,1912,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,9521951,199489.2004,3310495,119024.3875,,
Pope Paul VI,Concesio,ITALY,1897,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,6463253,99456.81323,2187098,86176.70667,,
Walter Gilbert,Boston,UNITED STATES,1932,Male,CHEMIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,348326,1096.58512,139062,9952.171429,,
Pope Boniface I,Other,Unknown,350,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,403328,2801.533232,107561,7469.037037,,
Pope Boniface II,Rome,UNITED STATES,470,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,377080,2800.293632,106608,7114.716981,,
Pope Boniface III,Rome,ITALY,550,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,359058,2381.225897,96361,6774.679245,,
Pope Boniface IV,Valeria,Italy,550,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,396798,2361.32845,109407,7935.96,,
Pope Boniface V,Naples,ITALY,550,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,326661,2143.537027,83430,6405.117647,,
Pope Boniface VI,Rome,ITALY,800,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,463635,4921.742584,151636,9659.0625,,
Pope Boniface VIII,Anagni,ITALY,1235,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1681854,14524.08039,572049,31145.44444,,
Pope Boniface IX,Naples,Italy,1356,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,529408,4376.172029,157237,10588.16,,
Peter Handke,Griffen,AUSTRIA,1942,Male,WRITER,LANGUAGE,HUMANITIES,1317486,4830.565172,233559,33781.69231,,
Paolo Uccello,Florence,Italy,1397,Male,PAINTER,FINE ARTS,ARTS,1429594,5118.945217,397522,35739.85,,
Pope Pius I,Aquileia,ITALY,100,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,665935,6068.06862,210772,10916.96721,,
Pope Pius II,Pienza,ITALY,1405,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1159121,6847.214075,326380,21465.2037,,
Pope Pius IV,Milan,ITALY,1499,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,866673,5821.192489,269556,16666.78846,,
Pope Pius III,Siena,ITALY,1439,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1282895,12721.33842,433324,23325.36364,,
Pope Pius V,Bosco Marengo,ITALY,1504,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1267586,8742.229164,443784,22635.46429,,
Protagoras,Abdera,Greece,-490,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,3011833,11049.32523,654406,61465.97959,,
Diana,78,,Europe,1961,Female,NOBLEMAN,GOVERNMENT,INSTITUTIONS,11.75579556,122350.9764,8973236,23.18008334,
Pope Clement II,Hornburg,Germany,1005,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,393880,2531.391783,93645,8562.608696,,
Pope Clement III,Rome,ITALY,1130,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,391308,2605.737942,119331,7672.705882,,
Pope Clement IV,Saint-Gilles,France,1195,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,486489,3803.131747,138922,10350.82979,,
Pope Clement V,Villandraut,France,1264,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1232521,7475.13922,394306,22409.47273,,
Pope Clement VI,Rosiers-d'Égletons,FRANCE,1291,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,706389,4551.768577,233234,14716.4375,,
Pope Clement VII,Florence,ITALY,1478,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1510337,7920.855311,831137,24759.62295,,
Pope Clement VIII,Fano,ITALY,1536,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,832205,5915.72318,291942,16983.77551,,
Pope Clement IX,Pistoia,ITALY,1600,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,626473,5235.562839,187284,11820.24528,,
Pope Clement X,Rome,ITALY,1590,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,643218,5792.392901,193266,12369.57692,,
Pope Clement XI,Urbino,ITALY,1649,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,826932,7072.175964,260035,14507.57895,,
Paul of Tarsus,Tarsus,Turkey,5,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,15781652,73306.11315,4483007,157816.52,,
Pope Clement XII,Florence,ITALY,1652,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,836187,8005.605991,252711,14931.91071,,
Pope Clement XIII,Venice,Italy,1693,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,822616,8212.147052,239401,14689.57143,,
Pope Clement XIV,Santarcangelo di Romagna,ITALY,1705,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,959723,11856.5268,288483,16546.94828,,
Pope Celestine I,Rome,ITALY,350,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,457473,3355.742665,128925,8317.690909,,
Pope Celestine II,Città di Castello,Italy,1100,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,364914,3421.635654,114878,7298.28,,
Pope Celestine III,Rome,ITALY,1106,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,463978,3302.137865,129855,9097.607843,,
Pope Celestine IV,Milan,ITALY,1200,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,472987,5221.489142,139492,9459.74,,
Pope Celestine V,Sant'Angelo Limosano,ITALY,1215,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1960791,76026.07449,541206,35014.125,,
Plautus,Sarsina,Italy,-254,Male,WRITER,LANGUAGE,HUMANITIES,2643125,10276.35146,634201,58736.11111,,
Pablo Picasso,Málaga,SPAIN,1881,Male,PAINTER,FINE ARTS,ARTS,56598798,228618.5429,18892061,395795.7902,,
Pope Gregory II,Rome,ITALY,669,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,342891,2779.930197,117782,6857.82,,
Pope Gregory III,Syria,Syria,731,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,655153,30200.16826,311336,12599.09615,,
Pope Gregory IV,Rome,ITALY,827,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,354649,2242.760265,100704,6953.901961,,
Pope Gregory V,Saxony,Germany,972,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,349533,2663.757421,123264,7436.87234,,
Pope Gregory VI,Rome,ITALY,1000,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,266284,2929.099134,88980,6192.651163,,
Pope Gregory VIII,Benevento,ITALY,1100,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,413181,2599.531264,133825,8101.588235,,
Pope Gregory X,Piacenza,ITALY,1210,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,570274,6581.73316,160328,11181.84314,,
Paavo Lipponen,Pello,FINLAND,1941,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,421254,6258.879352,81072,14041.8,,
Pope Gregory IX,Anagni,Italy,1145,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,849817,4834.66803,265894,16034.28302,,
Pope Callixtus I,Rome,Italy,150,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,651665,4859.141205,188876,10861.08333,,
Pope Callixtus II,Quingey,FRANCE,1065,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,482228,3233.430684,116934,9841.387755,,
Pope Callixtus III,La Torreta,Spain,1378,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1043478,9333.736839,296945,19688.26415,,
Pope Gregory XI,Maumont,France,1336,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,675533,5591.826587,212699,14073.60417,,
Pope Gregory XIV,Somma Lombardo,Italy,1535,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,602432,5385.280158,194483,12550.66667,,
Pope Gregory XV,Bologna,ITALY,1554,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,698045,5796.107761,217796,12691.72727,,
Pope Gregory XII,Venice,Italy,1326,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1096805,45678.81837,397421,22383.77551,,
Pope Gregory XIII,Bologna,ITALY,1502,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1442387,9286.079685,461455,22895.03175,,
Pervez Musharraf,Dehli,India,1943,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3377591,27394.40912,2446682,45643.12162,,
Pope Siricius,Other,Unknown,334,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,396727,2804.414779,124468,7485.415094,,
Pope Sixtus I,Rome,ITALY,1,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,628342,5613.790116,182305,10134.54839,,
Pope Sixtus II,Greece,Greece,200,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,533523,4080.169221,151341,9198.672414,,
Pope Sixtus III,Other,Unknown,400,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,391410,2768.222779,110057,7248.333333,,
Pope Urban I,Rome,ITALY,222,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,595759,4168.39742,167472,9929.316667,,
Pope Urban II,Lagery,France,1035,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,2021722,9494.758491,937515,31103.41538,,
Pope Urban III,Cuggiono,ITALY,1150,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,404234,2525.629929,127904,8249.673469,,
Pope Urban IV,Troyes,FRANCE,1195,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,486938,3241.290659,133764,9937.510204,,
Pope Urban V,Languedoc,France,1310,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,606321,4168.237897,160063,11228.16667,,
Pope Urban VI,Naples,Italy,1318,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,727208,6932.185397,252515,15150.16667,,
Pope Urban VII,Rome,ITALY,1521,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1055094,14781.58671,407289,19183.52727,,
Pope Urban VIII,Florence,ITALY,1568,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1214045,8548.731061,378949,20577.0339,,
Pope Silverius,Frosinone,ITALY,536,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,410741,4251.722298,118569,7898.865385,,
Pope Silvester I,Rome,ITALY,300,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1078846,9558.342303,266122,16346.15152,,
Pope Silvester III,Rome,ITALY,1000,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,303751,2369.604805,71824,6603.282609,,
Pope Stephen I,Rome,ITALY,200,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,328731,2464.069773,154915,6087.611111,,
Pol Pot,Prek Sbauv,CAMBODIA,1925,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,11681078,41806.80977,5362922,153698.3947,,
Pope Stephen III,Sicily,ITALY,720,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,237994,1809.483735,92598,5173.782609,,
Pope Stephen IV,Rome,ITALY,770,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,234382,1532.987331,83379,4783.306122,,
Pope Stephen V,Rome,ITALY,885,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,232058,1362.252281,88713,5156.844444,,
Pope Stephen VI,Rome,ITALY,850,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,390532,3721.982472,148422,8678.488889,,
Pope Stephen VII,Rome,ITALY,850,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,301917,2645.721192,98636,7021.325581,,
Pope Stephen VIII,Rome,ITALY,900,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,284037,2104.901083,85143,6311.933333,,
Pope Stephen IX,Lorraine,France,1020,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,396376,3543.308095,125061,8433.531915,,
Pope Sergius I,Palermo,ITALY,650,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,343715,2408.98654,111425,7014.591837,,
Pope Sergius II,Rome,ITALY,800,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,356662,2870.490997,104080,8105.954545,,
Pope Sergius III,Rome,ITALY,860,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,568704,5276.896039,205111,11606.20408,,
Pope Sergius IV,Rome,ITALY,950,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,341862,2411.741048,93117,7769.590909,,
Pope Zachary,Santa Severina,ITALY,679,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,343621,2977.099945,172549,7636.022222,,
Pope Valentine,Rome,ITALY,800,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,239904,1792.338293,95815,4798.08,,
Pope Victor I,Leptis Magna,Libya,100,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,844854,13643.12255,341555,14566.44828,,
Pope Victor II,Bavaria,GERMANY,1018,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,400864,3024.496138,112522,8714.434783,,
Pope Victor III,Benevento,ITALY,1026,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,415238,2775.344767,119859,8474.244898,,
Pope Innocent I,Albano Laziale,ITALY,401,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,501736,3620.769075,162981,9122.472727,,
Victoria,44,,Europe,1977,Female,NOBLEMAN,GOVERNMENT,INSTITUTIONS,7.877785913,45780.13843,2809860,18.29778892,
Pope Innocent II,Rome,ITALY,1100,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,526583,2988.723205,158618,10746.59184,,
Pope Zosimus,Mesoraca,Italy,370,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,292179,2263.095934,121090,5512.811321,,
Pope Innocent IV,Genoa,ITALY,1195,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,701087,3785.126351,222593,13482.44231,,
Pope Innocent V,Savoy,France,1225,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,418247,3633.48514,120833,8713.479167,,
Pope Felix I,Rome,ITALY,200,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,432652,3219.021901,120408,7866.4,,
Pope Innocent III,Gavignano,ITALY,1161,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1931748,11006.48487,770403,32741.49153,,
Paul Cézanne,Aix-en-Provence,France,1839,Male,PAINTER,FINE ARTS,ARTS,14017943,365569.9901,4902728,162999.3372,,
Pope Innocent VI,Beyssac,FRANCE,1282,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,495528,3638.188892,143672,10112.81633,,
Pyotr Ilyich Tchaikovsky,Votkinsk,Russia,1840,Male,COMPOSER,MUSIC,ARTS,16458359,207713.8866,6250206,153816.4393,,
Pierre Trudeau,Montreal,CANADA,1919,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3599008,16819.69516,2948249,85690.66667,,
Pierre Curie,Paris,FRANCE,1859,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,3215977,18246.7109,966044,40708.56962,,
Polybius,Megalopolis,Greece,-203,Male,HISTORIAN,HISTORY,HUMANITIES,2189681,7274.352654,867220,39101.44643,,
Plutarch,Chaeronea,Greece,45,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,5399390,16947.58664,2005792,74991.52778,,
Peter Sellers,Portsmouth,United Kingdom,1925,Male,ACTOR,FILM AND THEATRE,ARTS,7640811,25317.60128,4930036,162570.4468,,
Philip Glass,Baltimore,UNITED STATES,1937,Male,COMPOSER,MUSIC,ARTS,4298058,11229.28934,2564077,107451.45,,
Pierre-Auguste Renoir,Limoges,FRANCE,1841,Male,PAINTER,FINE ARTS,ARTS,9769102,37138.54522,3074691,128540.8158,,
Pope Anterus,Greece,Greece,180,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,447569,3744.771631,133506,7992.303571,,
Pope Theodore II,Rome,ITALY,840,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,268364,1743.620811,81639,5590.916667,,
Pope Formosus,Ostia Antica,ITALY,816,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,848068,10053.82525,273030,16961.36,,
Pete Best,Chennai,India,1941,Male,MUSICIAN,MUSIC,ARTS,3997833,12147.51774,2505286,117583.3235,,
Pope Silvester II,Saint Simon,France,946,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,931811,5500.206785,220491,19412.72917,,
Pope Innocent VII,Sulmona,ITALY,1336,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,507266,4169.050719,146452,11272.57778,,
Pope Innocent VIII,Genoa,ITALY,1432,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1285215,10058.4156,456293,24715.67308,,
Pope Innocent IX,Bologna,ITALY,1519,Male,DIPLOMAT,GOVERNMENT,INSTITUTIONS,597082,5448.175978,182508,11941.64,,
Pope Innocent X,Rome,ITALY,1574,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1092590,7476.984055,408723,17911.31148,,
Pope Innocent XI,Como,ITALY,1611,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,863847,6828.495661,278059,14893.91379,,
Pope Innocent XII,Spinazzola,ITALY,1615,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,695630,6453.37899,205270,12647.81818,,
Pope Innocent XIII,Poli,Italy,1655,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,679660,7027.527713,207402,12357.45455,,
Pope Julius I,Rome,ITALY,300,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,535125,3638.419813,152924,9909.722222,,
Pope Julius III,Rome,ITALY,1487,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,907168,6801.790699,315181,18513.63265,,
Pope Eugene I,Rome,ITALY,654,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,321975,2116.158324,86288,6570.918367,,
Pope Eugene II,Rome,ITALY,824,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,304965,2045.261865,79430,6223.77551,,
Pope Eugene III,Pisa,ITALY,1080,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,488306,2776.507773,144107,9574.627451,,
Paul Dirac,Bristol,UNITED KINGDOM,1902,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,2911356,10660.44689,1381375,44111.45455,,
Pope Julius II,Albisola Superiore,Italy,1443,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,3235687,24381.04586,1231417,51360.11111,,
Pope Eusebius,Sardinia,ITALY,250,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,314600,2740.688629,163232,5935.849057,,
Proclus,Istanbul,Turkey,412,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,578709,1736.917908,236930,19290.3,,
Pope Sixtus IV,Celle Ligure,ITALY,1414,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,1428508,11633.92532,518791,27471.30769,,
Pelé,Três Corações,BRAZIL,1940,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,24153197,125882.7217,8748518,274468.1477,,
Polycarp,Smyrna,Turkey,69,Male,PHYSICIAN,MEDICINE,SCIENCE & TECHNOLOGY,1186652,5063.707887,648238,30426.97436,,
Paul Auster,Newark,UNITED STATES,1947,Male,WRITER,LANGUAGE,HUMANITIES,3754212,13280.0838,1363711,104283.6667,,
Pierre de Coubertin,Paris,FRANCE,1863,Male,HISTORIAN,HISTORY,HUMANITIES,3349363,34854.70017,878497,54907.59016,,
Paavo Nurmi,Grand Duchy of Finland,Germany,1897,Male,ATHLETE,INDIVIDUAL SPORTS,SPORTS,1303499,14454.95269,488315,27156.22917,,
Philip II of France,Paris,France,1165,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,2615867,10646.98016,963408,46711.91071,,
Peggy Lee,Jamestown,UNITED STATES,1920,Female,MUSICIAN,MUSIC,ARTS,2115591,8284.693728,1557067,81368.88462,,
Quentin Tarantino,Knoxville,UNITED STATES,1963,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,41489929,408798.5688,17643500,610146.0147,,
Robert A. Heinlein,Butler,UNITED STATES,1907,Male,WRITER,LANGUAGE,HUMANITIES,3880206,8001.569948,2699141,90237.34884,,
Robert Byrd,North Wilkesboro,UNITED STATES,1917,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,3213517,33931.8653,2870132,110810.931,,
Rush Limbaugh,Cape Girardeau,UNITED STATES,1951,Male,PRESENTER,MEDIA PERSONALITY,PUBLIC FIGURE,6262485,60408.57001,5852059,231943.8889,,
Roman Polański,Paris,FRANCE,1933,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,18610076,119371.6905,9530965,300162.5161,,
Raymond Chandler,Chicago,UNITED STATES,1888,Male,WRITER,LANGUAGE,HUMANITIES,3186368,7892.306885,1647968,69268.86957,,
Richard Wagner,Leipzig,Germany,1813,Male,COMPOSER,MUSIC,ARTS,17596072,69284.6412,5894934,151690.2759,,
Richard Chamberlain,Los Angeles,UNITED STATES,1934,Male,ACTOR,FILM AND THEATRE,ARTS,3313164,17795.12438,1782731,118327.2857,,
Ridley Scott,South Shields,UNITED KINGDOM,1937,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,12972187,107134.5538,7050615,254356.6078,,
Ashanti,Long Island,UNITED STATES,1980,Female,SINGER,MUSIC,ARTS,293732,1374.646708,8535,10490.42857,,
René Descartes,Descartes,France,1596,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,26370301,118175.3152,7270413,219752.5083,,
Robert Rodriguez,San Antonio,UNITED STATES,1968,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,8519629,42392.4379,4925899,250577.3235,,
Roberto Baggio,Caldogno,ITALY,1967,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,7630679,33746.92027,2133934,138739.6182,,
Robert Falcon Scott,Plymouth,UNITED KINGDOM,1868,Male,EXPLORER,EXPLORERS,EXPLORATION,4044959,28068.27526,2323159,77787.67308,,
